killi_prot	gene_id	ensembl_gene_id	Human_Gene_Symbol
KAF7199154.1	G4P62_017922	ENSG00000279000	OR10A6
KAF7199155.1	G4P62_017924	ENSG00000196778	OR52K1
KAF7199156.1	G4P62_019061	ENSG00000137193	PIM1
KAF7199157.1	G4P62_019062	ENSG00000102100	SLC35A2
KAF7199158.1	G4P62_003010	ENSG00000188917	TRMT2B
KAF7199159.1	G4P62_003011	ENSG00000099194	SCD
KAF7199160.1	G4P62_019595	ENSG00000099194	SCD
KAF7199161.1	G4P62_019595	ENSG00000099194	SCD
KAF7199162.1	G4P62_019690	ENSG00000283026	TCF20
KAF7199163.1	G4P62_019690	ENSG00000283026	TCF20
KAF7199164.1	G4P62_019691	ENSG00000188322	SBK1
KAF7199165.1	G4P62_019691	ENSG00000188322	SBK1
KAF7199166.1	G4P62_020148	ENSG00000179148	ALOXE3
KAF7199167.1	G4P62_006109	ENSG00000112038	OPRM1
KAF7199168.1	G4P62_019634	ENSG00000160161	CILP2
KAF7199169.1	G4P62_004613	ENSG00000138031	ADCY3
KAF7199170.1	G4P62_005886	ENSG00000189171	S100A13
KAF7199171.1	G4P62_001506	ENSG00000171345	KRT19
KAF7199172.1	G4P62_001506	ENSG00000171345	KRT19
KAF7199173.1	G4P62_019554	ENSG00000110400	NECTIN1
KAF7199175.1	G4P62_019357	ENSG00000131873	CHSY1
KAF7199176.1	G4P62_018172	ENSG00000167380	ZNF226
KAF7199177.1	G4P62_001968	ENSG00000100056	ESS2
KAF7199179.1	G4P62_001970	ENSG00000138942	RNF185
KAF7199180.1	G4P62_001970	ENSG00000138942	RNF185
KAF7199181.1	G4P62_001971	ENSG00000174600	CMKLR1
KAF7199182.1	G4P62_001972	ENSG00000136003	ISCU
KAF7199183.1	G4P62_001973	ENSG00000183160	TMEM119
KAF7199184.1	G4P62_001975	ENSG00000110876	SELPLG
KAF7199185.1	G4P62_011741	ENSG00000129932	DOHH
KAF7199186.1	G4P62_011741	ENSG00000129932	DOHH
KAF7199187.1	G4P62_011741	ENSG00000129932	DOHH
KAF7199188.1	G4P62_011741	ENSG00000129932	DOHH
KAF7199189.1	G4P62_011741	ENSG00000129932	DOHH
KAF7199190.1	G4P62_011741	ENSG00000129932	DOHH
KAF7199191.1	G4P62_001684	ENSG00000153140	CETN3
KAF7199192.1	G4P62_001684	ENSG00000153140	CETN3
KAF7199193.1	G4P62_006175	ENSG00000036828	CASR
KAF7199195.1	G4P62_019351	ENSG00000051341	POLQ
KAF7199196.1	G4P62_019619	ENSG00000026652	AGPAT4
KAF7199198.1	G4P62_018005	ENSG00000038274	MAT2B
KAF7199199.1	G4P62_020039	ENSG00000170921	TANC2
KAF7199200.1	G4P62_008032	ENSG00000117569	PTBP2
KAF7199201.1	G4P62_008032	ENSG00000117569	PTBP2
KAF7199202.1	G4P62_019448	ENSG00000158406	H4C8
KAF7199203.1	G4P62_019450	ENSG00000004776	HSPB6
KAF7199204.1	G4P62_019451	ENSG00000276076	CRYAA2
KAF7199205.1	G4P62_019391	ENSG00000119673	ACOT2
KAF7199207.1	G4P62_007055	ENSG00000132604	TERF2
KAF7199208.1	G4P62_019575	ENSG00000159640	ACE
KAF7199209.1	G4P62_016564	ENSG00000277377	SERPINA1
KAF7199210.1	G4P62_016565	ENSG00000156017	CARNMT1
KAF7199211.1	G4P62_016565	ENSG00000156017	CARNMT1
KAF7199212.1	G4P62_016566	ENSG00000135045	C9orf40
KAF7199213.1	G4P62_017447	ENSG00000160803	UBQLN4
KAF7199214.1	G4P62_019434	ENSG00000198838	RYR3
KAF7199215.1	G4P62_019367	ENSG00000116668	SWT1
KAF7199216.1	G4P62_019368	ENSG00000116668	SWT1
KAF7199217.1	G4P62_002872	ENSG00000118482	PHF3
KAF7199218.1	G4P62_002872	ENSG00000118482	PHF3
KAF7199219.1	G4P62_002873	ENSG00000188107	EYS
KAF7199220.1	G4P62_001183	ENSG00000119231	SENP5
KAF7199221.1	G4P62_001183	ENSG00000119231	SENP5
KAF7199222.1	G4P62_001183	ENSG00000079387	SENP1
KAF7199223.1	G4P62_001183	ENSG00000119231	SENP5
KAF7199225.1	G4P62_012569	ENSG00000106479	ZNF862
KAF7199226.1	G4P62_018783	ENSG00000132109	TRIM21
KAF7199227.1	G4P62_019287	ENSG00000173275	ZNF449
KAF7199229.1	G4P62_005804	ENSG00000108106	UBE2S
KAF7199230.1	G4P62_020243	ENSG00000182612	TSPAN10
KAF7199231.1	G4P62_019870	ENSG00000176903	PNMA1
KAF7199232.1	G4P62_019535	ENSG00000181817	LSM10
KAF7199233.1	G4P62_019535	ENSG00000181817	LSM10
KAF7199234.1	G4P62_019535	ENSG00000181817	LSM10
KAF7199235.1	G4P62_019536	ENSG00000116885	OSCP1
KAF7199236.1	G4P62_019536	ENSG00000116885	OSCP1
KAF7199237.1	G4P62_019536	ENSG00000116885	OSCP1
KAF7199238.1	G4P62_019643	ENSG00000243156	MICAL3
KAF7199241.1	G4P62_005475	ENSG00000166523	CLEC4E
KAF7199243.1	G4P62_019366	ENSG00000168875	SOX14
KAF7199245.1	G4P62_020046	ENSG00000187912	CLEC17A
KAF7199246.1	G4P62_017739	ENSG00000141665	FBXO15
KAF7199247.1	G4P62_017740	ENSG00000127334	DYRK2
KAF7199248.1	G4P62_019471	ENSG00000160961	ZNF333
KAF7199249.1	G4P62_018768	ENSG00000182405	PGBD4
KAF7199250.1	G4P62_019409	ENSG00000178662	CSRNP3
KAF7199251.1	G4P62_019409	ENSG00000178662	CSRNP3
KAF7199252.1	G4P62_017853	ENSG00000165030	NFIL3
KAF7199253.1	G4P62_017853	ENSG00000165030	NFIL3
KAF7199254.1	G4P62_017854	ENSG00000165030	NFIL3
KAF7199255.1	G4P62_020168	ENSG00000164344	KLKB1
KAF7199256.1	G4P62_019485	ENSG00000159640	ACE
KAF7199257.1	G4P62_018913	ENSG00000154237	LRRK1
KAF7199259.1	G4P62_019548	ENSG00000162009	SSTR5
KAF7199260.1	G4P62_012596	ENSG00000284024	
KAF7199261.1	G4P62_004207	ENSG00000145723	GIN1
KAF7199262.1	G4P62_020239	ENSG00000166707	ZCCHC18
KAF7199264.1	G4P62_019532	ENSG00000214717	ZBED1
KAF7199265.1	G4P62_019600	ENSG00000113812	ACTR8
KAF7199266.1	G4P62_020196	ENSG00000132535	DLG4
KAF7199268.1	G4P62_019717	ENSG00000179144	GIMAP7
KAF7199269.1	G4P62_019355	ENSG00000132872	SYT4
KAF7199272.1	G4P62_019543	ENSG00000164483	SAMD3
KAF7199274.1	G4P62_019328	ENSG00000166363	OR10A5
KAF7199280.1	G4P62_009108	ENSG00000171951	SCG2
KAF7199281.1	G4P62_009109	ENSG00000152056	AP1S3
KAF7199282.1	G4P62_009109	ENSG00000106367	AP1S1
KAF7199283.1	G4P62_009110	ENSG00000102796	DHRS12
KAF7199284.1	G4P62_009111	ENSG00000036257	CUL3
KAF7199285.1	G4P62_019996	ENSG00000169181	GSG1L
KAF7199286.1	G4P62_019627	ENSG00000186897	C1QL4
KAF7199287.1	G4P62_019627	ENSG00000186897	C1QL4
KAF7199288.1	G4P62_006710	ENSG00000169762	TAPT1
KAF7199289.1	G4P62_006710	ENSG00000169762	TAPT1
KAF7199290.1	G4P62_006710	ENSG00000169762	TAPT1
KAF7199294.1	G4P62_019650	ENSG00000164007	CLDN19
KAF7199295.1	G4P62_019650	ENSG00000164007	CLDN19
KAF7199296.1	G4P62_019326	ENSG00000196605	ZNF846
KAF7199297.1	G4P62_018047	ENSG00000130045	NXNL2
KAF7199298.1	G4P62_018048	ENSG00000242616	GNG10
KAF7199299.1	G4P62_018048	ENSG00000242616	GNG10
KAF7199300.1	G4P62_018049	ENSG00000174808	BTC
KAF7199301.1	G4P62_018049	ENSG00000174808	BTC
KAF7199302.1	G4P62_018050	ENSG00000277069	RXFP3
KAF7199303.1	G4P62_017465	ENSG00000186350	RXRA
KAF7199304.1	G4P62_017465	ENSG00000186350	RXRA
KAF7199305.1	G4P62_017465	ENSG00000186350	RXRA
KAF7199306.1	G4P62_017465	ENSG00000186350	RXRA
KAF7199307.1	G4P62_019767	ENSG00000061492	WNT8A
KAF7199308.1	G4P62_019768	ENSG00000061492	WNT8A
KAF7199309.1	G4P62_019769	ENSG00000217442	SYCE3
KAF7199310.1	G4P62_019770	ENSG00000168269	FOXI1
KAF7199311.1	G4P62_000974	ENSG00000127720	METTL25
KAF7199312.1	G4P62_000975	ENSG00000133773	CCDC59
KAF7199313.1	G4P62_000976	ENSG00000130038	CRACR2A
KAF7199314.1	G4P62_000976	ENSG00000130038	CRACR2A
KAF7199315.1	G4P62_000976	ENSG00000130038	CRACR2A
KAF7199316.1	G4P62_000977	ENSG00000111218	PRMT8
KAF7199317.1	G4P62_000977	ENSG00000111218	PRMT8
KAF7199318.1	G4P62_000978	ENSG00000110900	TSPAN11
KAF7199319.1	G4P62_000978	ENSG00000110900	TSPAN11
KAF7199320.1	G4P62_020000	ENSG00000197233	OR1J2
KAF7199321.1	G4P62_020001	ENSG00000221888	OR1C1
KAF7199322.1	G4P62_020002	ENSG00000180016	OR1E1
KAF7199323.1	G4P62_020003	ENSG00000221888	OR1C1
KAF7199324.1	G4P62_019384	ENSG00000149582	TMEM25
KAF7199325.1	G4P62_019385	ENSG00000167286	CD3D
KAF7199326.1	G4P62_019386	ENSG00000198851	CD3E
KAF7199327.1	G4P62_019603	ENSG00000149582	TMEM25
KAF7199329.1	G4P62_019962	ENSG00000052802	MSMO1
KAF7199330.1	G4P62_019962	ENSG00000052802	MSMO1
KAF7199331.1	G4P62_019962	ENSG00000052802	MSMO1
KAF7199332.1	G4P62_019963	ENSG00000109472	CPE
KAF7199333.1	G4P62_019286	ENSG00000165832	TRUB1
KAF7199334.1	G4P62_019286	ENSG00000165832	TRUB1
KAF7199335.1	G4P62_019903	ENSG00000165832	TRUB1
KAF7199336.1	G4P62_020169	ENSG00000152034	MCHR2
KAF7199337.1	G4P62_019995	ENSG00000153446	C16orf89
KAF7199338.1	G4P62_020125	ENSG00000140265	ZSCAN29
KAF7199340.1	G4P62_018131	ENSG00000159261	CLDN14
KAF7199341.1	G4P62_018132	ENSG00000115665	SLC5A7
KAF7199342.1	G4P62_003830	ENSG00000196832	OR11G2
KAF7199343.1	G4P62_019348	ENSG00000276119	OR13C2
KAF7199344.1	G4P62_019410	ENSG00000276119	OR13C2
KAF7199345.1	G4P62_017934	ENSG00000113739	STC2
KAF7199346.1	G4P62_017935	ENSG00000113742	CPEB4
KAF7199347.1	G4P62_014967	ENSG00000185215	TNFAIP2
KAF7199348.1	G4P62_014968	ENSG00000205436	EXOC3L4
KAF7199349.1	G4P62_017911	ENSG00000174611	KY
KAF7199350.1	G4P62_017917	ENSG00000220008	LINGO3
KAF7199351.1	G4P62_017917	ENSG00000220008	LINGO3
KAF7199352.1	G4P62_016400	ENSG00000089154	GCN1
KAF7199353.1	G4P62_016401	ENSG00000111737	RAB35
KAF7199354.1	G4P62_019268	ENSG00000159917	ZNF235
KAF7199355.1	G4P62_018030	ENSG00000180423	HARBI1
KAF7199356.1	G4P62_018030	ENSG00000180423	HARBI1
KAF7199357.1	G4P62_018030	ENSG00000180423	HARBI1
KAF7199358.1	G4P62_019377	ENSG00000178971	CTC1
KAF7199359.1	G4P62_019377	ENSG00000178971	CTC1
KAF7199360.1	G4P62_020116	ENSG00000185245	GP1BA
KAF7199361.1	G4P62_020117	ENSG00000166391	MOGAT2
KAF7199362.1	G4P62_018713	ENSG00000101188	NTSR1
KAF7199366.1	G4P62_019090	ENSG00000162896	PIGR
KAF7199367.1	G4P62_019091	ENSG00000204345	CD300LD
KAF7199368.1	G4P62_019092	ENSG00000275031	METRNL
KAF7199369.1	G4P62_019093	ENSG00000277033	B3GNTL1
KAF7199370.1	G4P62_019093	ENSG00000277033	B3GNTL1
KAF7199371.1	G4P62_019093	ENSG00000277033	B3GNTL1
KAF7199372.1	G4P62_019093	ENSG00000277033	B3GNTL1
KAF7199373.1	G4P62_019846	ENSG00000162896	PIGR
KAF7199374.1	G4P62_019859	ENSG00000162896	PIGR
KAF7199375.1	G4P62_005046	ENSG00000141179	PCTP
KAF7199376.1	G4P62_005047	ENSG00000166292	TMEM100
KAF7199377.1	G4P62_005048	ENSG00000108960	MMD
KAF7199378.1	G4P62_005048	ENSG00000108960	MMD
KAF7199379.1	G4P62_005049	ENSG00000108924	HLF
KAF7199380.1	G4P62_019059	ENSG00000145901	TNIP1
KAF7199381.1	G4P62_019059	ENSG00000145901	TNIP1
KAF7199382.1	G4P62_019059	ENSG00000145901	TNIP1
KAF7199383.1	G4P62_020162	ENSG00000145901	TNIP1
KAF7199384.1	G4P62_018841	ENSG00000129084	PSMA1
KAF7199385.1	G4P62_018842	ENSG00000166405	RIC3
KAF7199386.1	G4P62_018842	ENSG00000166405	RIC3
KAF7199387.1	G4P62_018842	ENSG00000166405	RIC3
KAF7199388.1	G4P62_018843	ENSG00000166407	LMO1
KAF7199389.1	G4P62_001106	ENSG00000153976	HS3ST3A1
KAF7199390.1	G4P62_001107	ENSG00000169181	GSG1L
KAF7199391.1	G4P62_018728	ENSG00000011422	PLAUR
KAF7199392.1	G4P62_018729	ENSG00000011422	PLAUR
KAF7199393.1	G4P62_018730	ENSG00000105771	SMG9
KAF7199394.1	G4P62_018731	ENSG00000281709	ZNF197
KAF7199395.1	G4P62_018732	ENSG00000080709	KCNN2
KAF7199396.1	G4P62_018733	ENSG00000154640	BTG3
KAF7199397.1	G4P62_018734	ENSG00000182310	SPACA6
KAF7199400.1	G4P62_019912	ENSG00000139117	CPNE8
KAF7199401.1	G4P62_019989	ENSG00000139117	CPNE8
KAF7199402.1	G4P62_019989	ENSG00000139117	CPNE8
KAF7199403.1	G4P62_006669	ENSG00000134812	CBLIF
KAF7199404.1	G4P62_012363	ENSG00000175595	ERCC4
KAF7199405.1	G4P62_012364	ENSG00000186260	MRTFB
KAF7199406.1	G4P62_012365	ENSG00000153443	UBALD1
KAF7199407.1	G4P62_012365	ENSG00000153443	UBALD1
KAF7199408.1	G4P62_012366	ENSG00000129654	FOXJ1
KAF7199409.1	G4P62_012367	ENSG00000180423	HARBI1
KAF7199410.1	G4P62_020048	ENSG00000007384	RHBDF1
KAF7199411.1	G4P62_019016	ENSG00000074276	CDHR2
KAF7199412.1	G4P62_019017	ENSG00000146083	RNF44
KAF7199413.1	G4P62_019018	ENSG00000113194	FAF2
KAF7199414.1	G4P62_019018	ENSG00000113194	FAF2
KAF7199415.1	G4P62_019018	ENSG00000113194	FAF2
KAF7199416.1	G4P62_019019	ENSG00000102309	PIN4
KAF7199417.1	G4P62_019020	ENSG00000184845	DRD1
KAF7199418.1	G4P62_019677	ENSG00000074276	CDHR2
KAF7199419.1	G4P62_019678	ENSG00000169258	GPRIN1
KAF7199420.1	G4P62_019679	ENSG00000074317	SNCB
KAF7199421.1	G4P62_019679	ENSG00000074317	SNCB
KAF7199422.1	G4P62_017968	ENSG00000108576	SLC6A4
KAF7199423.1	G4P62_017969	ENSG00000185565	LSAMP
KAF7199424.1	G4P62_019323	ENSG00000172260	NEGR1
KAF7199425.1	G4P62_019900	ENSG00000004700	RECQL
KAF7199426.1	G4P62_008634	ENSG00000123500	COL10A1
KAF7199427.1	G4P62_012446	ENSG00000154438	ASZ1
KAF7199428.1	G4P62_012447	ENSG00000001626	CFTR
KAF7199429.1	G4P62_000790	ENSG00000137474	MYO7A
KAF7199430.1	G4P62_005929	ENSG00000149269	PAK1
KAF7199431.1	G4P62_005930	ENSG00000178301	AQP11
KAF7199432.1	G4P62_005931	ENSG00000074201	CLNS1A
KAF7199433.1	G4P62_005931	ENSG00000074201	CLNS1A
KAF7199434.1	G4P62_005932	ENSG00000110660	SLC35F2
KAF7199435.1	G4P62_005933	ENSG00000137692	DCUN1D5
KAF7199437.1	G4P62_018146	ENSG00000140471	LINS1
KAF7199438.1	G4P62_018147	ENSG00000183475	ASB7
KAF7199439.1	G4P62_018147	ENSG00000183475	ASB7
KAF7199440.1	G4P62_018147	ENSG00000183475	ASB7
KAF7199441.1	G4P62_018157	ENSG00000154237	LRRK1
KAF7199442.1	G4P62_019868	ENSG00000140471	LINS1
KAF7199443.1	G4P62_007631	ENSG00000071242	RPS6KA2
KAF7199444.1	G4P62_007632	ENSG00000148950	IMMP1L
KAF7199445.1	G4P62_007633	ENSG00000109911	ELP4
KAF7199446.1	G4P62_007634	ENSG00000007372	PAX6
KAF7199447.1	G4P62_007634	ENSG00000007372	PAX6
KAF7199448.1	G4P62_007635	ENSG00000049449	RCN1
KAF7199449.1	G4P62_007636	ENSG00000184937	WT1
KAF7199450.1	G4P62_007637	ENSG00000149100	EIF3M
KAF7199451.1	G4P62_019519	ENSG00000135378	PRRG4
KAF7199453.1	G4P62_013266	ENSG00000044524	EPHA3
KAF7199454.1	G4P62_013266	ENSG00000044524	EPHA3
KAF7199455.1	G4P62_013266	ENSG00000044524	EPHA3
KAF7199456.1	G4P62_013266	ENSG00000044524	EPHA3
KAF7199457.1	G4P62_013266	ENSG00000044524	EPHA3
KAF7199458.1	G4P62_013266	ENSG00000044524	EPHA3
KAF7199459.1	G4P62_020072	ENSG00000178750	STX19
KAF7199460.1	G4P62_012437	ENSG00000285137	MGAT4C
KAF7199461.1	G4P62_012437	ENSG00000285137	MGAT4C
KAF7199462.1	G4P62_012437	ENSG00000285137	MGAT4C
KAF7199463.1	G4P62_012437	ENSG00000285137	MGAT4C
KAF7199464.1	G4P62_012437	ENSG00000285137	MGAT4C
KAF7199466.1	G4P62_012441	ENSG00000198774	RASSF9
KAF7199469.1	G4P62_003627	ENSG00000009307	CSDE1
KAF7199470.1	G4P62_003627	ENSG00000009307	CSDE1
KAF7199471.1	G4P62_003628	ENSG00000112640	PPP2R5D
KAF7199473.1	G4P62_003630	ENSG00000124733	MEA1
KAF7199474.1	G4P62_003630	ENSG00000124733	MEA1
KAF7199475.1	G4P62_003631	ENSG00000204052	LRRC73
KAF7199476.1	G4P62_003631	ENSG00000204052	LRRC73
KAF7199477.1	G4P62_003631	ENSG00000204052	LRRC73
KAF7199478.1	G4P62_003632	ENSG00000171462	DLK2
KAF7199479.1	G4P62_003632	ENSG00000171462	DLK2
KAF7199480.1	G4P62_014144	ENSG00000167984	NLRC3
KAF7199481.1	G4P62_014145	ENSG00000171681	ATF7IP
KAF7199482.1	G4P62_014145	ENSG00000171681	ATF7IP
KAF7199483.1	G4P62_019744	ENSG00000213853	EMP2
KAF7199484.1	G4P62_019744	ENSG00000213853	EMP2
KAF7199487.1	G4P62_019755	ENSG00000137221	TJAP1
KAF7199488.1	G4P62_020073	ENSG00000140265	ZSCAN29
KAF7199489.1	G4P62_020074	ENSG00000137221	TJAP1
KAF7199490.1	G4P62_014719	ENSG00000075043	KCNQ2
KAF7199491.1	G4P62_014719	ENSG00000075043	KCNQ2
KAF7199492.1	G4P62_014719	ENSG00000075043	KCNQ2
KAF7199493.1	G4P62_014720	ENSG00000124126	PREX1
KAF7199494.1	G4P62_014721	ENSG00000170471	RALGAPB
KAF7199495.1	G4P62_014721	ENSG00000170471	RALGAPB
KAF7199496.1	G4P62_014721	ENSG00000170471	RALGAPB
KAF7199497.1	G4P62_014721	ENSG00000170471	RALGAPB
KAF7199498.1	G4P62_014721	ENSG00000170471	RALGAPB
KAF7199499.1	G4P62_014721	ENSG00000170471	RALGAPB
KAF7199500.1	G4P62_014721	ENSG00000170471	RALGAPB
KAF7199501.1	G4P62_014722	ENSG00000179403	VWA1
KAF7199502.1	G4P62_014723	ENSG00000162542	TMCO4
KAF7199503.1	G4P62_014723	ENSG00000162542	TMCO4
KAF7199504.1	G4P62_014724	ENSG00000158748	HTR6
KAF7199505.1	G4P62_014725	ENSG00000173436	MICOS10
KAF7199506.1	G4P62_014726	ENSG00000052723	SIKE1
KAF7199507.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199508.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199509.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199510.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199511.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199512.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199513.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199514.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199515.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199516.1	G4P62_014727	ENSG00000009307	CSDE1
KAF7199517.1	G4P62_014728	ENSG00000188157	AGRN
KAF7199518.1	G4P62_014728	ENSG00000188157	AGRN
KAF7199519.1	G4P62_014728	ENSG00000188157	AGRN
KAF7199520.1	G4P62_014728	ENSG00000188157	AGRN
KAF7199521.1	G4P62_014728	ENSG00000188157	AGRN
KAF7199522.1	G4P62_014728	ENSG00000188157	AGRN
KAF7199523.1	G4P62_014728	ENSG00000188157	AGRN
KAF7199524.1	G4P62_014728	ENSG00000188157	AGRN
KAF7199525.1	G4P62_014729	ENSG00000198793	MTOR
KAF7199526.1	G4P62_014730	ENSG00000171819	ANGPTL7
KAF7199527.1	G4P62_014731	ENSG00000219438	TAFA5
KAF7199528.1	G4P62_014732	ENSG00000156711	MAPK13
KAF7199529.1	G4P62_014733	ENSG00000096070	BRPF3
KAF7199530.1	G4P62_014733	ENSG00000096070	BRPF3
KAF7199531.1	G4P62_014734	ENSG00000012504	NR1H4
KAF7199532.1	G4P62_014735	ENSG00000040487	SLC66A1
KAF7199533.1	G4P62_014735	ENSG00000040487	SLC66A1
KAF7199534.1	G4P62_014735	ENSG00000040487	SLC66A1
KAF7199535.1	G4P62_014736	ENSG00000215397	SCRT2
KAF7199536.1	G4P62_014737	ENSG00000101276	SLC52A3
KAF7199537.1	G4P62_014738	ENSG00000244687	UBE2V1
KAF7199538.1	G4P62_014739	ENSG00000240849	PEDS1
KAF7199539.1	G4P62_014740	ENSG00000196396	PTPN1
KAF7199540.1	G4P62_014740	ENSG00000196396	PTPN1
KAF7199541.1	G4P62_014741	ENSG00000117153	KLHL12
KAF7199542.1	G4P62_014741	ENSG00000117153	KLHL12
KAF7199543.1	G4P62_014742	ENSG00000167553	TUBA1C
KAF7199544.1	G4P62_014743	ENSG00000117139	KDM5B
KAF7199545.1	G4P62_014745	ENSG00000159363	ATP13A2
KAF7199546.1	G4P62_014745	ENSG00000159363	ATP13A2
KAF7199547.1	G4P62_014745	ENSG00000159363	ATP13A2
KAF7199548.1	G4P62_014746	ENSG00000205090	TMEM240
KAF7199549.1	G4P62_014746	ENSG00000205090	TMEM240
KAF7199550.1	G4P62_014748	ENSG00000116752	BCAS2
KAF7199551.1	G4P62_014749	ENSG00000197323	TRIM33
KAF7199552.1	G4P62_014749	ENSG00000197323	TRIM33
KAF7199553.1	G4P62_014749	ENSG00000197323	TRIM33
KAF7199554.1	G4P62_014749	ENSG00000197323	TRIM33
KAF7199555.1	G4P62_014750	ENSG00000132792	CTNNBL1
KAF7199556.1	G4P62_014751	ENSG00000132821	VSTM2L
KAF7199557.1	G4P62_014752	ENSG00000101407	TTI1
KAF7199558.1	G4P62_014752	ENSG00000101407	TTI1
KAF7199559.1	G4P62_014752	ENSG00000101407	TTI1
KAF7199560.1	G4P62_014753	ENSG00000197114	ZGPAT
KAF7199561.1	G4P62_014754	ENSG00000101204	CHRNA4
KAF7199562.1	G4P62_016023	ENSG00000092067	CEBPE
KAF7199563.1	G4P62_018935	ENSG00000116748	AMPD1
KAF7199565.1	G4P62_018937	ENSG00000175984	DENND2C
KAF7199566.1	G4P62_018938	ENSG00000237330	RNF223
KAF7199567.1	G4P62_018939	ENSG00000179295	PTPN11
KAF7199568.1	G4P62_002003	ENSG00000141646	SMAD4
KAF7199569.1	G4P62_008459	ENSG00000183495	EP400
KAF7199570.1	G4P62_008459	ENSG00000183495	EP400
KAF7199571.1	G4P62_012275	ENSG00000147465	STAR
KAF7199572.1	G4P62_016375	ENSG00000185585	OLFML2A
KAF7199573.1	G4P62_016376	ENSG00000136935	GOLGA1
KAF7199574.1	G4P62_016376	ENSG00000136935	GOLGA1
KAF7199575.1	G4P62_016376	ENSG00000136935	GOLGA1
KAF7199576.1	G4P62_016377	ENSG00000119414	PPP6C
KAF7199577.1	G4P62_016378	ENSG00000106780	MEGF9
KAF7199578.1	G4P62_016379	ENSG00000226275	LTA
KAF7199579.1	G4P62_016380	ENSG00000148341	SH3GLB2
KAF7199580.1	G4P62_016380	ENSG00000148341	SH3GLB2
KAF7199581.1	G4P62_016380	ENSG00000148341	SH3GLB2
KAF7199582.1	G4P62_016380	ENSG00000148341	SH3GLB2
KAF7199583.1	G4P62_016381	ENSG00000148399	DPH7
KAF7199584.1	G4P62_016381	ENSG00000148399	DPH7
KAF7199585.1	G4P62_016382	ENSG00000182154	MRPL41
KAF7199586.1	G4P62_016383	ENSG00000130653	PNPLA7
KAF7199587.1	G4P62_016387	ENSG00000143119	CD53
KAF7199588.1	G4P62_016388	ENSG00000078061	ARAF
KAF7199589.1	G4P62_016389	ENSG00000136718	IMP4
KAF7199590.1	G4P62_016390	ENSG00000196642	RABL6
KAF7199591.1	G4P62_016390	ENSG00000196642	RABL6
KAF7199592.1	G4P62_016390	ENSG00000196642	RABL6
KAF7199593.1	G4P62_016391	ENSG00000041982	TNC
KAF7199594.1	G4P62_016392	ENSG00000078902	TOLLIP
KAF7199595.1	G4P62_016393	ENSG00000176907	TCIM
KAF7199596.1	G4P62_016394	ENSG00000042980	ADAM28
KAF7199597.1	G4P62_016395	ENSG00000120910	PPP3CC
KAF7199598.1	G4P62_016395	ENSG00000120910	PPP3CC
KAF7199599.1	G4P62_016395	ENSG00000120910	PPP3CC
KAF7199600.1	G4P62_016395	ENSG00000120910	PPP3CC
KAF7199601.1	G4P62_016396	ENSG00000139722	VPS37B
KAF7199602.1	G4P62_016397	ENSG00000150967	ABCB9
KAF7199603.1	G4P62_016397	ENSG00000150967	ABCB9
KAF7199604.1	G4P62_016398	ENSG00000111325	OGFOD2
KAF7199605.1	G4P62_016398	ENSG00000111325	OGFOD2
KAF7199606.1	G4P62_016399	ENSG00000188687	SLC4A5
KAF7199607.1	G4P62_016402	ENSG00000100024	UPB1
KAF7199608.1	G4P62_016403	ENSG00000128271	ADORA2A
KAF7199609.1	G4P62_016404	ENSG00000100014	SPECC1L
KAF7199610.1	G4P62_016404	ENSG00000100014	SPECC1L
KAF7199611.1	G4P62_016405	ENSG00000186716	BCR
KAF7199612.1	G4P62_016405	ENSG00000186716	BCR
KAF7199613.1	G4P62_016406	ENSG00000122970	IFT81
KAF7199614.1	G4P62_016406	ENSG00000122970	IFT81
KAF7199615.1	G4P62_016407	ENSG00000174437	ATP2A2
KAF7199616.1	G4P62_016407	ENSG00000174437	ATP2A2
KAF7199617.1	G4P62_016408	ENSG00000196510	ANAPC7
KAF7199618.1	G4P62_016409	ENSG00000132388	UBE2G1
KAF7199619.1	G4P62_016410	ENSG00000151164	RAD9B
KAF7199620.1	G4P62_016411	ENSG00000186298	PPP1CC
KAF7199621.1	G4P62_016412	ENSG00000111245	MYL2
KAF7199622.1	G4P62_016413	ENSG00000111249	CUX2
KAF7199623.1	G4P62_016413	ENSG00000111249	CUX2
KAF7199624.1	G4P62_016414	ENSG00000100330	MTMR3
KAF7199625.1	G4P62_016414	ENSG00000100330	MTMR3
KAF7199626.1	G4P62_016415	ENSG00000122966	CIT
KAF7199627.1	G4P62_016415	ENSG00000122966	CIT
KAF7199628.1	G4P62_016415	ENSG00000122966	CIT
KAF7199629.1	G4P62_016415	ENSG00000122966	CIT
KAF7199630.1	G4P62_016415	ENSG00000122966	CIT
KAF7199631.1	G4P62_016415	ENSG00000122966	CIT
KAF7199632.1	G4P62_016415	ENSG00000122966	CIT
